isbn13,title,authors,categories,description,published_year,average_rating,num_pages,ratings_count
9789937921206.0,Kavishiromani Rachanawalee Vol. 3,Lekhnath Paudyal; Sanat Kumar Wasti,Nepali Literature,"A Nepali literary work titled 'Kavishiromani Rachanawalee Vol. 3' by Lekhnath Paudyal, featuring the stories, culture and voice of Nepal.",2018,0.0,484,0
9789937541275.0,Radha,Krishna Dharabasi,Nepali Literature,"A Nepali literary work titled 'Radha' by Krishna Dharabasi, featuring the stories, culture and voice of Nepal.",2013,0.0,336,0
9788185693767.0,From the Other End,Banira Giri,Nepali Literature,"A Nepali literary work titled 'From the Other End' by Banira Giri, featuring the stories, culture and voice of Nepal.",2000,0.0,50,0
,Eka cihāna,Hridaya Chandra Singh Pradhan,Nepali Literature,"A Nepali literary work titled 'Eka cihāna' by Hridaya Chandra Singh Pradhan, featuring the stories, culture and voice of Nepal.",1960,0.0,370,0
,Aphasosa,Hridaya Chandra Singh Pradhan,Nepali Literature,"A Nepali literary work titled 'Aphasosa' by Hridaya Chandra Singh Pradhan, featuring the stories, culture and voice of Nepal.",1970,0.0,228,0
,Hṛdayacandrakā kehī kathāhaṛū,Hridaya Chandra Singh Pradhan,Nepali Literature,"A Nepali literary work titled 'Hṛdayacandrakā kehī kathāhaṛū' by Hridaya Chandra Singh Pradhan, featuring the stories, culture and voice of Nepal.",1968,0.0,87,0
,Jun̐gā,Hridaya Chandra Singh Pradhan,Nepali Literature,"A Nepali literary work titled 'Jun̐gā' by Hridaya Chandra Singh Pradhan, featuring the stories, culture and voice of Nepal.",1970,0.0,75,0
,Kehī Nepāli nāṭaka,Hridaya Chandra Singh Pradhan,Nepali Literature,"A Nepali literary work titled 'Kehī Nepāli nāṭaka' by Hridaya Chandra Singh Pradhan, featuring the stories, culture and voice of Nepal.",1962,0.0,233,0
,Svāsnīmānche,Hridaya Chandra Singh Pradhan,Nepali Literature,"A Nepali literary work titled 'Svāsnīmānche' by Hridaya Chandra Singh Pradhan, featuring the stories, culture and voice of Nepal.",1963,0.0,245,0
,Tīsa rūpiyām̐ noṭa,Hridaya Chandra Singh Pradhan,Nepali Literature,"A Nepali literary work titled 'Tīsa rūpiyām̐ noṭa' by Hridaya Chandra Singh Pradhan, featuring the stories, culture and voice of Nepal.",1956,0.0,88,0
,Unī devatā hun,Hridaya Chandra Singh Pradhan,Nepali Literature,"A Nepali literary work titled 'Unī devatā hun' by Hridaya Chandra Singh Pradhan, featuring the stories, culture and voice of Nepal.",1959,0.0,96,0
,Aisā maiṃ socatā hūm̐,Hridaya Chandra Singh Pradhan,Nepali Literature,"A Nepali literary work titled 'Aisā maiṃ socatā hūm̐' by Hridaya Chandra Singh Pradhan, featuring the stories, culture and voice of Nepal.",1960,0.0,284,0
,Gaṅgālālako citā,Hridaya Chandra Singh Pradhan,Nepali Literature,"A Nepali literary work titled 'Gaṅgālālako citā' by Hridaya Chandra Singh Pradhan, featuring the stories, culture and voice of Nepal.",1967,0.0,170,0
9788173031021.0,Rupamati,Rudra Raj Pandey,Nepali Literature,"A Nepali literary work titled 'Rupamati' by Rudra Raj Pandey, featuring the stories, culture and voice of Nepal.",1999,0.0,139,0
9789993308102.0,Grihapravesh,Diamond Shumsher Rana,Nepali Literature,"A Nepali literary work titled 'Grihapravesh' by Diamond Shumsher Rana, featuring the stories, culture and voice of Nepal.",2019,0.0,0,0
9780143103042.0,Forget Kathmandu,Manjushree Thapa,Nepali Literature,Author's impression on the political conditions in Nepal post 2001 while travelling through the affected areas of political strife.,2005,0.0,263,0
9780143102649.0,Tilled earth,Manjushree Thapa,Nepali Literature,"A Nepali literary work titled 'Tilled earth' by Manjushree Thapa, featuring the stories, culture and voice of Nepal.",2007,0.0,188,0
9789382277026.0,The tutor of history,Manjushree Thapa,Nepali Literature,"A Nepali literary work titled 'The tutor of history' by Manjushree Thapa, featuring the stories, culture and voice of Nepal.",2001,0.0,457,0
9780143065487.0,A boy from Siklis,Manjushree Thapa,Nepali Literature,"A Nepali literary work titled 'A boy from Siklis' by Manjushree Thapa, featuring the stories, culture and voice of Nepal.",2009,0.0,223,0
9780143416777.0,Seasons of flight,Manjushree Thapa,Nepali Literature,"A Nepali literary work titled 'Seasons of flight' by Manjushree Thapa, featuring the stories, culture and voice of Nepal.",2010,0.0,226,0
9789937215121.0,The Country is yours,Manjushree Thapa,Nepali Literature,"A Nepali literary work titled 'The Country is yours' by Manjushree Thapa, featuring the stories, culture and voice of Nepal.",2009,0.0,189,0
9780143066644.0,The country is yours,Manjushree Thapa,Nepali Literature,"A Nepali literary work titled 'The country is yours' by Manjushree Thapa, featuring the stories, culture and voice of Nepal.",2009,0.0,189,0
9781988298344.0,All of Us in Our Own Lives,Manjushree Thapa,Nepali Literature,"A Nepali literary work titled 'All of Us in Our Own Lives' by Manjushree Thapa, featuring the stories, culture and voice of Nepal.",2016,0.0,267,0
,Mustang Bhot in fragments,Manjushree Thapa,Nepali Literature,"Travel account of the author's visit to Mustang, Nepal.",1992,0.0,139,0
9780670084388.0,Seasons of flight,Manjushree Thapa,Nepali Literature,"A Nepali literary work titled 'Seasons of flight' by Manjushree Thapa, featuring the stories, culture and voice of Nepal.",2010,0.0,226,0
9789937215121.0,The Country is yours,Manjushree Thapa,Nepali Literature,"A Nepali literary work titled 'The Country is yours' by Manjushree Thapa, featuring the stories, culture and voice of Nepal.",2009,0.0,189,0
,Seasons of flight,Manjushree Thapa,Nepali Literature,"A Nepali literary work titled 'Seasons of flight' by Manjushree Thapa, featuring the stories, culture and voice of Nepal.",2010,0.0,226,0
,The lives we have lost,Manjushree Thapa,Nepali Literature,"A Nepali literary work titled 'The lives we have lost' by Manjushree Thapa, featuring the stories, culture and voice of Nepal.",2011,0.0,266,0
9789993343431.0,A translation manual to bring English literature to Nepali readers,Manjushree Thapa,Nepali Literature,"A Nepali literary work titled 'A translation manual to bring English literature to Nepali readers' by Manjushree Thapa, featuring the stories, culture and voice of Nepal.",2003,0.0,38,0
9780824825126.0,Secret Places,Frank Stewart; Samrat Upadhyay; Manjushree Thapa,Nepali Literature,"A Nepali literary work titled 'Secret Places' by Frank Stewart, featuring the stories, culture and voice of Nepal.",2001,0.0,220,0
9788171678037.0,Arresting God in Kathmandu,Samrat Upadhyay,Nepali Literature,This book explores the nature of desire and spirituality in a changing society. Here are husbands and wives bound together by arranged marriages but sometimes driven elsewhere by a desire for connection and transcendence. These men and women finds themselves at the mercy of their desires.,2001,3.33,191,3
9781299896024.0,Buddha's orphans,Samrat Upadhyay,Nepali Literature,"Raja and Nilu are fated to fall in love. Follow their story across the globe and through generations to see if, perhaps, old bends in a family tree may be righted in future branches.",2010,0.0,448,0
9780618382682.0,Guru of love,Samrat Upadhyay,Nepali Literature,"""Ramchandra is a math teacher earning a low wage and living in a small apartment in Kathmandu with his wife and two children. Moonlighting as a tutor, he engages in an illicit affair with one of his tutees, Malati, a beautiful, impoverished young woman who is also a new mother. She provides for him what his wife, who comes from a privileged background, does not: desire, mystery, and the beauty of a simpler life.

Not surprisingly, the affair soon upends Ramchandra's family, and he learns that he knows far less about his wife - and about himself than he thought."" ""Complicating matters is Kathmandu itself, a small city bursting with the conflicts of modernization, a static government, and a changing population. Just as Kathmandu must contain its growing needs, so must Ramchandra learn to accommodate both tradition and his very modern desires.""--BOOK JACKET.",2003,0.0,290,0
9780547561486.0,The royal ghosts,Samrat Upadhyay,Nepali Literature,"A Nepali literary work titled 'The royal ghosts' by Samrat Upadhyay, featuring the stories, culture and voice of Nepal.",2006,0.0,207,0
9781483013695.0,The city son,Samrat Upadhyay,Nepali Literature,"""Set in his signature and timeless Nepal, Samrat Updhyay has crafted a vivid portrait of a scorned woman's life-long obsession, and the ramifications on an impressionable young man. When Didi discovers that her husband, the Masterji, has been hiding his beautiful lover and their young son Tarun in a nearby city, she takes him back into her grasp and expels his second family. Tarun's mother, heartsick and devastated, slowly begins to lose her mind, and Tarun has no choice but to turn to Didi for the mothering he longs for. But Didi's revenge knows no bounds: she casts a diabolical spell on Tarun--one with devastating consequences for his only chance at true happiness""--",2014,0.0,252,0
9780544309838.0,Arresting God in Kathmandu,Samrat Upadhyay,Nepali Literature,"A Nepali literary work titled 'Arresting God in Kathmandu' by Samrat Upadhyay, featuring the stories, culture and voice of Nepal.",2001,0.0,167,0
9781616957964.0,Mad country,Samrat Upadhyay,Nepali Literature,"""Samrat Upadhyay's new collection vibrates at the edges of intersecting cultures. Journalists in Kathmandu are targeted by the government. A Nepali man studying in America drops out of school and finds himself a part of the unrest in Ferguson, Missouri. A white American woman moves to Nepal and changes her name. A Nepali man falls in love with mysterious foreign black woman. A rich kid is caught up in his own fantasies of poverty and bank robbery. In the title story, a powerful woman, the owner of a construction company becomes a political prisoner, and in stark and unflinching prose, we see both her world and her mind radically remade. Through the course of the stories in this collection, Upadhyay builds new modes of seeing our interconnected contemporary world. A collection of formal inventiveness, heartbreak and hope, it reaffirms Upadhyay's position as one or our most important chroniclers of globalization and exile""--",2017,0.0,294,0
9781641294720.0,Darkmotherland,Samrat Upadhyay,Nepali Literature,"A Nepali literary work titled 'Darkmotherland' by Samrat Upadhyay, featuring the stories, culture and voice of Nepal.",2025,0.0,768,0
9780618517503.0,Buddha's orphans,Samrat Upadhyay,Nepali Literature,"A Nepali literary work titled 'Buddha's orphans' by Samrat Upadhyay, featuring the stories, culture and voice of Nepal.",2010,0.0,0,0
9788495908889.0,Gurz de Amor,Samrat Upadhyay,Nepali Literature,"A Nepali literary work titled 'Gurz de Amor' by Samrat Upadhyay, featuring the stories, culture and voice of Nepal.",2004,0.0,248,0
9780618517503.0,The queen's pond,Samrat Upadhyay,Nepali Literature,"A Nepali literary work titled 'The queen's pond' by Samrat Upadhyay, featuring the stories, culture and voice of Nepal.",2010,0.0,0,0
9780618517503.0,Buddha's orphans,Samrat Upadhyay,Nepali Literature,"A Nepali literary work titled 'Buddha's orphans' by Samrat Upadhyay, featuring the stories, culture and voice of Nepal.",2010,0.0,0,0
9788129124319.0,The vanishing act,Prawin Adhikari,Nepali Literature,"A Nepali literary work titled 'The vanishing act' by Prawin Adhikari, featuring the stories, culture and voice of Nepal.",2014,0.0,226,0
9789937623827.0,Shared sacred landscapes,Kamla K Kapur; Prawin Adhikari,Nepali Literature,"A Nepali literary work titled 'Shared sacred landscapes' by Kamla K Kapur, featuring the stories, culture and voice of Nepal.",2017,0.0,199,0
9789937921244.0,Ranahar,Yogesh Raj,Nepali Literature,"Novel on the life of Raṇajita Malla, born 1703, King of Bhadgaon",2018,0.0,160,0
9789937827966.0,Āphnai ān̐khāko layamā,Khagendra Saṅgraulā,Nepali Literature,"A Nepali literary work titled 'Āphnai ān̐khāko layamā' by Khagendra Saṅgraulā, featuring the stories, culture and voice of Nepal.",2011,0.0,237,0
9789994629503.0,Samjhanākā kuineṭāharu,Khagendra Saṅgraulā,Nepali Literature,"A Nepali literary work titled 'Samjhanākā kuineṭāharu' by Khagendra Saṅgraulā, featuring the stories, culture and voice of Nepal.",1983,0.0,209,0
9789994665143.0,Samjhanāko ainākā tasvīraharu,Khagendra Saṅgraulā,Nepali Literature,Memoirs of a Nepali author.,1994,0.0,0,0
9789994656493.0,"Phūla, pāta, patkara",Khagendra Saṅgraulā,Nepali Literature,"Articles on human rights, freedom of press and socio-political issues of Nepal.",2005,0.0,155,0
,Itihāsamā kālo potieko anuhāra,Khagendra Saṅgraulā,Nepali Literature,Articles on the massacre of royal family of Nepal.,2001,0.0,83,0
9789937878982.0,Bālyakālakā padacāpaharu,Khagendra Saṅgraulā,Nepali Literature,Childhood reminiscences of a Nepali author.,2014,0.0,316,0
9789937310635.0,Kunsāṅa kākākā kathā,Khagendra Saṅgraulā,Nepali Literature,"A Nepali literary work titled 'Kunsāṅa kākākā kathā' by Khagendra Saṅgraulā, featuring the stories, culture and voice of Nepal.",2012,0.0,0,0
9789993318415.0,Bāisa thun̐gā phūla,Khagendra Saṅgraulā,Nepali Literature,On the lives of 22 handicapped children of Nepal.,2002,0.0,73,0
,Carkeko parkhāla,Khagendra Saṅgraulā,Nepali Literature,"A Nepali literary work titled 'Carkeko parkhāla' by Khagendra Saṅgraulā, featuring the stories, culture and voice of Nepal.",1985,0.0,44,0
,Cetanāko pahilo ḍāka,Khagendra Saṅgraulā,Nepali Literature,"A Nepali literary work titled 'Cetanāko pahilo ḍāka' by Khagendra Saṅgraulā, featuring the stories, culture and voice of Nepal.",1970,0.0,171,0
,Maī divasa,Khagendra Saṅgraulā,Nepali Literature,"A Nepali literary work titled 'Maī divasa' by Khagendra Saṅgraulā, featuring the stories, culture and voice of Nepal.",1997,0.0,96,0
9789993344551.0,Āmā ra yamadūtaharu,Khagendra Saṅgraulā,Nepali Literature,Autobiographical reminiscences of a Nepali author.,2003,0.0,142,0
,Nalekhieko itihāsa,Khagendra Saṅgraulā,Nepali Literature,"A Nepali literary work titled 'Nalekhieko itihāsa' by Khagendra Saṅgraulā, featuring the stories, culture and voice of Nepal.",1990,0.0,91,0
,Samayako spandana,Khagendra Saṅgraulā,Nepali Literature,"A Nepali literary work titled 'Samayako spandana' by Khagendra Saṅgraulā, featuring the stories, culture and voice of Nepal.",1994,0.0,53,0
,"Ghoḍā, īśvara, ra merā bā",Khagendra Saṅgraulā,Nepali Literature,Articles on contemporary politics and society of Nepal.,2003,0.0,159,0
,Hastakshepa,Khagendra Saṅgraulā,Nepali Literature,"A Nepali literary work titled 'Hastakshepa' by Khagendra Saṅgraulā, featuring the stories, culture and voice of Nepal.",1996,0.0,88,0
,Jana-āndolanakā charrāharū,Khagendra Saṅgraulā,Nepali Literature,"A Nepali literary work titled 'Jana-āndolanakā charrāharū' by Khagendra Saṅgraulā, featuring the stories, culture and voice of Nepal.",1990,0.0,0,0
,Seteko saṃsāra,Khagendra Saṅgraulā,Nepali Literature,"A Nepali literary work titled 'Seteko saṃsāra' by Khagendra Saṅgraulā, featuring the stories, culture and voice of Nepal.",1984,0.0,140,0
9789937619486.0,Uttaraādhunika antarepatha,Khagendra Saṅgraulā,Nepali Literature,Collection of satirical articles.,2016,0.0,221,0
,Pārijāta smr̥ti grantha 2051,Ninu Cāpāgāī; Khagendra Saṅgraulā,Nepali Literature,"Commemoration volume on Pārijāta, 1936-1993, Nepali writer; comprises articles on her life and works.",1994,0.0,210,0
9789994665150.0,Rājatantraviruddha yuvā,Khagendra Saṅgraulā; Rājendra Maharjana,Nepali Literature,Collection of articles on the youth's revolt against king in Nepal.,2006,0.0,128,0
9789937223478.0,Jivan Kaandaa Ki Phool,Jhamak Ghimire,Nepali Literature,"A Nepali literary work titled 'Jivan Kaandaa Ki Phool' by Jhamak Ghimire, featuring the stories, culture and voice of Nepal.",2011,0.0,263,0
9789937910149.0,Jeevan Kaada Ki Phool,Jhamak Ghimire,Nepali Literature,"A Nepali literary work titled 'Jeevan Kaada Ki Phool' by Jhamak Ghimire, featuring the stories, culture and voice of Nepal.",2017,0.0,0,0
9780340711309.0,Nepali,Michael Hutt; Abhi Subedi,Nepali Literature,"A Nepali literary work titled 'Nepali' by Michael Hutt, featuring the stories, culture and voice of Nepal.",1999,0.0,314,0
9781444129984.0,Complete Nepali,Michael Hutt; Abhi Subedi,Nepali Literature,"A Nepali literary work titled 'Complete Nepali' by Michael Hutt, featuring the stories, culture and voice of Nepal.",2010,0.0,368,0
,Nepali literature,Abhi Subedi,Nepali Literature,"A Nepali literary work titled 'Nepali literature' by Abhi Subedi, featuring the stories, culture and voice of Nepal.",1978,0.0,228,0
9780844215969.0,Nepali,Michael Hutt; Abhi Subedi,Nepali Literature,"A Nepali literary work titled 'Nepali' by Michael Hutt, featuring the stories, culture and voice of Nepal.",1999,5.0,320,1
,Bruised evenings and journey with the body of time,Abhi Subedi,Nepali Literature,"A Nepali literary work titled 'Bruised evenings and journey with the body of time' by Abhi Subedi, featuring the stories, culture and voice of Nepal.",2011,0.0,85,0
